Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
TruJet,2023-01-26,Patna,Raipur,PAT-GUW-RAI,17:36,17:47,12:11:00 AM,1 stop,6165
IndiGo,2021-04-15,Goa,Bangalore,GOA-AHM-LUC-COC-BAN,06:40,04:11,09:31:00 PM,3 stops,11810
TruJet,2019-02-05,Indore,Ahmedabad,IND-AHM,03:46,23:19,07:33:00 PM,non-stop,8713
Air India,2024-09-15,Bangalore,Jaipur,BAN-JAI,18:09,12:51,06:42:00 PM,non-stop,9330
AirAsia India,2021-12-25,Guwahati,Goa,GUW-JAI-LUC-HYD-GOA,20:35,07:38,11:03:00 AM,3 stops,12295
Alliance Air,2025-10-05,Indore,Raipur,IND-BAN-DEL-BHU-RAI,07:55,04:50,08:55:00 PM,3 stops,13983
Alliance Air,2025-08-13,Indore,Patna,IND-HYD-LUC-AHM-PAT,14:43,03:21,12:38:00 PM,3 stops,12504
Vistara,2025-07-12,Bangalore,Varanasi,BAN-MUM-IND-PUN-VAR,08:29,21:38,01:09:00 PM,3 stops,10572
GoAir,2025-03-03,Hyderabad,Raipur,HYD-GOA-BAN-RAI,09:41,07:06,09:25:00 PM,2 stops,10033
Air India,2023-12-14,Bangalore,Lucknow,BAN-GUW-PUN-IND-LUC,11:35,04:24,04:49:00 PM,3 stops,14439
SpiceJet,2019-02-19,Mumbai,Goa,MUM-COC-DEL-VAR-GOA,19:32,07:45,12:13:00 PM,3 stops,15473
SpiceJet,2019-08-10,Chennai,Pune,CHE-LUC-KOL-AHM-PUN,23:46,16:47,05:01:00 PM,3 stops,13589
TruJet,2020-01-12,Chennai,Indore,CHE-NAG-IND,14:20,18:23,04:03:00 AM,1 stop,6920
TruJet,2025-10-24,Cochin,Pune,COC-RAI-PUN,19:36,10:25,02:49:00 PM,1 stop,12199
Alliance Air,2023-12-02,Nagpur,Patna,NAG-PAT,23:25,09:19,09:54:00 AM,non-stop,6728
TruJet,2019-03-16,Bangalore,Hyderabad,BAN-HYD,15:27,04:12,12:45:00 PM,non-stop,10794
Akasa Air,2024-11-13,Varanasi,Surat,VAR-GOA-AHM-BHU-SUR,14:12,22:33,08:21:00 AM,3 stops,10427
Star Air,2025-06-27,Varanasi,Bhubaneswar,VAR-BHU,04:57,02:51,09:54:00 PM,non-stop,4194
Alliance Air,2021-01-24,Hyderabad,Goa,HYD-GUW-PAT-PUN-GOA,05:53,23:02,05:09:00 PM,3 stops,11124
GoAir,2025-08-19,Bangalore,Nagpur,BAN-BHU-NAG,23:14,03:33,04:19:00 AM,1 stop,11100
GoAir,2022-04-18,Mumbai,Jaipur,MUM-JAI,17:45,22:18,04:33:00 AM,non-stop,11688
TruJet,2022-01-11,Kolkata,Hyderabad,KOL-AHM-VAR-HYD,01:33,13:59,12:26:00 PM,2 stops,11504
TruJet,2024-02-01,Kolkata,Pune,KOL-VAR-GUW-PUN,11:30,15:18,03:48:00 AM,2 stops,13835
IndiGo,2022-06-15,Lucknow,Hyderabad,LUC-PAT-MUM-RAI-HYD,21:20,03:23,06:03:00 AM,3 stops,12719
SpiceJet,2025-11-24,Guwahati,Ahmedabad,GUW-BAN-AHM,20:42,13:41,04:59:00 PM,1 stop,13067
Air India,2022-11-19,Goa,Bangalore,GOA-KOL-PAT-BAN,04:33,04:45,12:12:00 AM,2 stops,7425
Akasa Air,2022-03-22,Nagpur,Surat,NAG-KOL-BAN-SUR,12:41,16:40,03:59:00 AM,2 stops,15343
Alliance Air,2021-01-27,Ahmedabad,Lucknow,AHM-VAR-GUW-PAT-LUC,02:34,10:36,08:02:00 AM,3 stops,11275
Star Air,2025-10-07,Nagpur,Hyderabad,NAG-HYD,08:50,20:01,11:11:00 AM,non-stop,5930
GoAir,2020-04-20,Goa,Raipur,GOA-RAI,09:22,19:02,09:40:00 AM,non-stop,10045
Air India,2022-11-21,Nagpur,Bangalore,NAG-IND-BAN,18:23,21:32,03:09:00 AM,1 stop,12751
SpiceJet,2022-12-20,Ahmedabad,Jaipur,AHM-JAI,11:58,05:49,05:51:00 PM,non-stop,4194
Alliance Air,2025-10-28,Indore,Bhubaneswar,IND-LUC-RAI-BHU,07:57,00:41,04:44:00 PM,2 stops,5541
Vistara,2021-05-16,Bhubaneswar,Surat,BHU-LUC-SUR,14:41,01:34,10:53:00 AM,1 stop,8027
Akasa Air,2025-05-09,Surat,Jaipur,SUR-GOA-JAI,07:46,07:41,11:55:00 PM,1 stop,10312
SpiceJet,2021-12-08,Cochin,Ahmedabad,COC-LUC-HYD-SUR-AHM,08:20,05:00,08:40:00 PM,3 stops,10638
SpiceJet,2025-05-17,Mumbai,Kolkata,MUM-RAI-JAI-KOL,10:44,08:11,09:27:00 PM,2 stops,13323
TruJet,2020-08-23,Hyderabad,Cochin,HYD-DEL-SUR-BAN-COC,08:10,19:25,11:15:00 AM,3 stops,7780
AirAsia India,2025-05-09,Goa,Pune,GOA-IND-COC-PUN,08:24,22:36,02:12:00 PM,2 stops,7040
SpiceJet,2020-09-20,Bangalore,Hyderabad,BAN-VAR-PUN-AHM-HYD,19:19,03:49,08:30:00 AM,3 stops,6938
Akasa Air,2023-01-01,Jaipur,Pune,JAI-BHU-PUN,15:29,09:35,06:06:00 PM,1 stop,5742
Air India,2022-08-07,Indore,Pune,IND-KOL-PUN,07:53,07:09,11:16:00 PM,1 stop,6476
SpiceJet,2020-08-07,Pune,Delhi,PUN-KOL-HYD-DEL,09:21,12:01,02:40:00 AM,2 stops,10429
Air India,2022-09-05,Delhi,Lucknow,DEL-AHM-BAN-RAI-LUC,03:08,11:45,08:37:00 AM,3 stops,13734
SpiceJet,2024-05-14,Jaipur,Raipur,JAI-VAR-MUM-IND-RAI,20:56,01:59,05:03:00 AM,3 stops,15265
IndiGo,2020-03-02,Surat,Nagpur,SUR-IND-NAG,16:10,23:58,07:48:00 AM,1 stop,6790
SpiceJet,2020-09-10,Kolkata,Delhi,KOL-LUC-DEL,22:14,04:52,06:38:00 AM,1 stop,5175
Air India,2023-12-01,Hyderabad,Surat,HYD-VAR-SUR,13:55,16:20,02:25:00 AM,1 stop,7139
Alliance Air,2021-07-06,Varanasi,Bhubaneswar,VAR-BHU,14:45,05:33,02:48:00 PM,non-stop,11525
Air India,2022-02-09,Surat,Kolkata,SUR-DEL-CHE-KOL,15:23,00:29,09:06:00 AM,2 stops,9114
Alliance Air,2020-08-07,Indore,Pune,IND-KOL-PUN,16:05,07:19,03:14:00 PM,1 stop,9275
AirAsia India,2023-07-14,Indore,Bhubaneswar,IND-LUC-BAN-BHU,23:21,20:59,09:38:00 PM,2 stops,7468
AirAsia India,2024-01-18,Mumbai,Indore,MUM-IND,18:35,18:08,11:33:00 PM,non-stop,10956
Star Air,2023-10-12,Varanasi,Lucknow,VAR-BHU-LUC,18:40,15:47,09:07:00 PM,1 stop,11475
Air India,2019-08-05,Patna,Jaipur,PAT-IND-JAI,18:08,08:10,02:02:00 PM,1 stop,9560
GoAir,2023-02-14,Raipur,Kolkata,RAI-IND-KOL,15:38,17:54,02:16:00 AM,1 stop,11478
Air India,2023-12-21,Surat,Mumbai,SUR-GUW-MUM,17:39,00:02,06:23:00 AM,1 stop,5346
Star Air,2021-05-15,Raipur,Patna,RAI-BHU-GUW-PAT,15:47,04:46,12:59:00 PM,2 stops,11159
AirAsia India,2020-01-16,Kolkata,Chennai,KOL-BHU-JAI-CHE,05:31,01:39,08:08:00 PM,2 stops,12206
IndiGo,2023-06-17,Kolkata,Surat,KOL-MUM-GOA-SUR,05:55,23:23,05:28:00 PM,2 stops,4819
TruJet,2020-04-03,Mumbai,Indore,MUM-GUW-LUC-IND,02:36,00:37,10:01:00 PM,2 stops,10601
Vistara,2021-06-07,Lucknow,Goa,LUC-GUW-GOA,04:10,09:38,05:28:00 AM,1 stop,12186
Star Air,2025-09-26,Indore,Bhubaneswar,IND-BHU,01:49,22:01,08:12:00 PM,non-stop,2858
IndiGo,2022-12-20,Bhubaneswar,Varanasi,BHU-PAT-HYD-VAR,10:04,18:20,08:16:00 AM,2 stops,8802
Air India,2021-12-09,Nagpur,Lucknow,NAG-VAR-LUC,02:37,09:05,06:28:00 AM,1 stop,4518
GoAir,2024-01-05,Patna,Nagpur,PAT-GUW-COC-CHE-NAG,01:40,09:55,08:15:00 AM,3 stops,8070
Star Air,2025-09-19,Nagpur,Ahmedabad,NAG-SUR-AHM,14:19,08:16,05:57:00 PM,1 stop,13084
AirAsia India,2024-12-07,Jaipur,Mumbai,JAI-MUM,17:41,13:13,07:32:00 PM,non-stop,11001
Air India,2020-05-17,Bhubaneswar,Kolkata,BHU-LUC-CHE-KOL,19:46,03:21,07:35:00 AM,2 stops,15653
Vistara,2022-03-20,Delhi,Pune,DEL-LUC-SUR-HYD-PUN,11:46,03:24,03:38:00 PM,3 stops,14359
TruJet,2025-06-20,Goa,Pune,GOA-AHM-PUN,08:49,06:51,10:02:00 PM,1 stop,12994
Star Air,2020-08-27,Chennai,Raipur,CHE-LUC-BAN-SUR-RAI,15:42,17:46,02:04:00 AM,3 stops,12693
IndiGo,2023-01-16,Jaipur,Varanasi,JAI-CHE-MUM-VAR,18:12,14:54,08:42:00 PM,2 stops,5440
TruJet,2021-08-07,Mumbai,Patna,MUM-BAN-GUW-PUN-PAT,20:58,19:22,10:24:00 PM,3 stops,14722
SpiceJet,2020-06-27,Delhi,Raipur,DEL-AHM-BHU-RAI,06:48,05:21,10:33:00 PM,2 stops,6129
GoAir,2024-08-02,Pune,Cochin,PUN-CHE-COC,02:23,21:43,07:20:00 PM,1 stop,9384
IndiGo,2023-09-25,Ahmedabad,Pune,AHM-PUN,12:57,20:36,07:39:00 AM,non-stop,2620
GoAir,2025-02-20,Jaipur,Bhubaneswar,JAI-COC-HYD-RAI-BHU,15:43,20:44,05:01:00 AM,3 stops,13677
Akasa Air,2020-11-11,Jaipur,Bangalore,JAI-GOA-BAN,23:33,13:13,01:40:00 PM,1 stop,9090
Akasa Air,2025-03-10,Guwahati,Kolkata,GUW-LUC-KOL,22:29,21:58,11:29:00 PM,1 stop,8917
AirAsia India,2021-09-20,Ahmedabad,Kolkata,AHM-SUR-BAN-IND-KOL,02:19,12:15,09:56:00 AM,3 stops,15008
Akasa Air,2024-12-09,Lucknow,Bangalore,LUC-AHM-RAI-BAN,03:56,09:50,05:54:00 AM,2 stops,6800
GoAir,2023-02-22,Pune,Hyderabad,PUN-IND-JAI-BHU-HYD,19:19,18:30,11:11:00 PM,3 stops,7418
Vistara,2022-07-05,Lucknow,Ahmedabad,LUC-AHM,03:28,20:24,04:56:00 PM,non-stop,4296
GoAir,2025-11-27,Indore,Ahmedabad,IND-DEL-NAG-BAN-AHM,09:27,14:37,05:10:00 AM,3 stops,10742
Akasa Air,2022-04-06,Varanasi,Mumbai,VAR-BAN-LUC-BHU-MUM,23:40,21:45,10:05:00 PM,3 stops,9029
GoAir,2024-09-03,Mumbai,Ahmedabad,MUM-BAN-AHM,03:13,20:59,05:46:00 PM,1 stop,6671
Air India,2021-03-11,Delhi,Guwahati,DEL-GUW,11:33,07:25,07:52:00 PM,non-stop,4294
Star Air,2020-01-18,Jaipur,Indore,JAI-IND,10:26,04:15,05:49:00 PM,non-stop,5318
AirAsia India,2021-09-14,Surat,Guwahati,SUR-GUW,16:11,19:41,03:30:00 AM,non-stop,8344
Vistara,2022-03-12,Goa,Patna,GOA-JAI-GUW-PAT,02:11,23:02,08:51:00 PM,2 stops,5705
GoAir,2020-02-18,Nagpur,Mumbai,NAG-VAR-KOL-MUM,06:28,07:23,12:55:00 AM,2 stops,11574
Vistara,2021-02-26,Mumbai,Varanasi,MUM-VAR,18:13,19:39,01:26:00 AM,non-stop,11520
Alliance Air,2025-03-11,Raipur,Bangalore,RAI-BAN,23:21,06:20,06:59:00 AM,non-stop,10339
GoAir,2022-02-24,Goa,Bangalore,GOA-BAN,17:52,14:43,08:51:00 PM,non-stop,11068
Alliance Air,2019-12-22,Guwahati,Ahmedabad,GUW-MUM-JAI-HYD-AHM,21:20,06:14,08:54:00 AM,3 stops,9696
IndiGo,2022-07-02,Indore,Delhi,IND-DEL,02:07,04:47,02:40:00 AM,non-stop,6580
Air India,2025-12-19,Patna,Goa,PAT-KOL-RAI-CHE-GOA,01:33,14:18,12:45:00 PM,3 stops,8612
Vistara,2019-08-05,Hyderabad,Bhubaneswar,HYD-PUN-KOL-BHU,18:03,19:55,01:52:00 AM,2 stops,11416
GoAir,2021-01-25,Cochin,Hyderabad,COC-VAR-GOA-RAI-HYD,08:20,23:44,03:24:00 PM,3 stops,11507
Air India,2022-10-05,Delhi,Bhubaneswar,DEL-HYD-NAG-COC-BHU,08:20,09:58,01:38:00 AM,3 stops,9203
Akasa Air,2021-04-21,Raipur,Nagpur,RAI-NAG,17:51,06:04,12:13:00 PM,non-stop,10768
Alliance Air,2021-10-17,Delhi,Raipur,DEL-MUM-RAI,13:12,04:33,03:21:00 PM,1 stop,11397
TruJet,2022-06-16,Mumbai,Surat,MUM-PAT-SUR,03:47,11:36,07:49:00 AM,1 stop,7449
GoAir,2019-07-14,Goa,Varanasi,GOA-KOL-VAR,02:18,00:07,09:49:00 PM,1 stop,7793
Air India,2024-08-17,Bangalore,Hyderabad,BAN-JAI-AHM-SUR-HYD,15:56,14:30,10:34:00 PM,3 stops,11766
GoAir,2024-12-10,Lucknow,Kolkata,LUC-KOL,01:05,03:15,02:10:00 AM,non-stop,11378
TruJet,2020-11-07,Cochin,Delhi,COC-MUM-GOA-BAN-DEL,04:20,23:56,07:36:00 PM,3 stops,12033
Akasa Air,2019-12-01,Varanasi,Guwahati,VAR-RAI-HYD-GOA-GUW,17:27,09:17,03:50:00 PM,3 stops,9871
TruJet,2025-10-22,Bhubaneswar,Indore,BHU-JAI-LUC-IND,21:44,16:06,06:22:00 PM,2 stops,14379
TruJet,2019-03-08,Raipur,Hyderabad,RAI-HYD,09:59,22:06,12:07:00 PM,non-stop,9974
Akasa Air,2025-05-14,Goa,Chennai,GOA-BAN-GUW-CHE,02:21,18:50,04:29:00 PM,2 stops,8236
AirAsia India,2023-03-18,Chennai,Hyderabad,CHE-IND-HYD,06:10,21:41,03:31:00 PM,1 stop,5421
Alliance Air,2021-11-16,Delhi,Patna,DEL-JAI-PAT,19:31,03:44,08:13:00 AM,1 stop,4265
SpiceJet,2023-07-07,Bhubaneswar,Pune,BHU-DEL-CHE-PUN,16:28,06:12,01:44:00 PM,2 stops,12632
GoAir,2020-05-26,Pune,Raipur,PUN-MUM-RAI,12:41,02:08,01:27:00 PM,1 stop,12873
TruJet,2019-08-16,Nagpur,Goa,NAG-BHU-GOA,06:31,05:57,11:26:00 PM,1 stop,6732
IndiGo,2020-11-27,Delhi,Ahmedabad,DEL-KOL-JAI-HYD-AHM,12:34,04:03,03:29:00 PM,3 stops,12745
GoAir,2019-02-13,Indore,Hyderabad,IND-CHE-HYD,06:06,00:58,06:52:00 PM,1 stop,13442
Vistara,2025-10-26,Delhi,Bhubaneswar,DEL-LUC-RAI-BHU,13:39,15:28,01:49:00 AM,2 stops,10989
GoAir,2021-01-03,Mumbai,Lucknow,MUM-LUC,07:19,19:37,12:18:00 PM,non-stop,10204
AirAsia India,2022-05-05,Ahmedabad,Bhubaneswar,AHM-KOL-DEL-BHU,04:48,14:45,09:57:00 AM,2 stops,6488
SpiceJet,2021-04-03,Lucknow,Patna,LUC-KOL-RAI-MUM-PAT,18:33,18:11,11:38:00 PM,3 stops,14167
TruJet,2022-06-23,Lucknow,Goa,LUC-COC-GOA,22:09,23:09,01:00:00 AM,1 stop,12119
Vistara,2024-09-01,Hyderabad,Mumbai,HYD-MUM,08:21,09:41,01:20:00 AM,non-stop,4818
Vistara,2024-10-08,Guwahati,Ahmedabad,GUW-CHE-BAN-AHM,00:48,06:29,05:41:00 AM,2 stops,6157
TruJet,2024-03-21,Bangalore,Guwahati,BAN-CHE-GUW,14:25,18:33,04:08:00 AM,1 stop,7624
AirAsia India,2022-05-28,Surat,Ahmedabad,SUR-VAR-AHM,02:27,01:48,11:21:00 PM,1 stop,4524
IndiGo,2023-02-18,Guwahati,Bangalore,GUW-BAN,03:55,06:31,02:36:00 AM,non-stop,9633
Alliance Air,2025-06-02,Goa,Lucknow,GOA-BHU-PAT-AHM-LUC,07:03,21:22,02:19:00 PM,3 stops,6615
Air India,2019-09-01,Indore,Nagpur,IND-COC-VAR-GOA-NAG,01:12,10:56,09:44:00 AM,3 stops,12704
SpiceJet,2019-03-13,Hyderabad,Guwahati,HYD-VAR-PUN-BHU-GUW,16:22,08:01,03:39:00 PM,3 stops,9110
SpiceJet,2024-08-12,Patna,Ahmedabad,PAT-JAI-AHM,05:56,13:07,07:11:00 AM,1 stop,8703
AirAsia India,2025-03-04,Patna,Mumbai,PAT-COC-VAR-KOL-MUM,07:30,17:55,10:25:00 AM,3 stops,12412
Alliance Air,2019-03-15,Hyderabad,Bangalore,HYD-BAN,01:04,13:18,12:14:00 PM,non-stop,11470
Star Air,2019-05-18,Lucknow,Chennai,LUC-VAR-BAN-COC-CHE,10:15,11:09,12:54:00 AM,3 stops,6535
Vistara,2021-01-12,Bhubaneswar,Chennai,BHU-GUW-CHE,06:50,14:18,07:28:00 AM,1 stop,5715
Star Air,2021-06-08,Surat,Raipur,SUR-BAN-RAI,05:35,21:07,03:32:00 PM,1 stop,5152
GoAir,2019-05-09,Delhi,Ahmedabad,DEL-AHM,09:12,22:29,01:17:00 PM,non-stop,10903
GoAir,2019-06-01,Kolkata,Delhi,KOL-DEL,06:37,22:53,04:16:00 PM,non-stop,6256
Air India,2020-04-10,Hyderabad,Guwahati,HYD-CHE-GUW,09:36,00:55,03:19:00 PM,1 stop,7992
IndiGo,2022-07-26,Bhubaneswar,Goa,BHU-MUM-KOL-GUW-GOA,11:25,06:58,07:33:00 PM,3 stops,8318
Akasa Air,2021-06-27,Guwahati,Bhubaneswar,GUW-BHU,04:03,01:36,09:33:00 PM,non-stop,3539
IndiGo,2021-09-14,Kolkata,Lucknow,KOL-GOA-IND-LUC,11:13,22:25,11:12:00 AM,2 stops,15243
Star Air,2025-12-11,Hyderabad,Patna,HYD-DEL-MUM-JAI-PAT,05:20,16:14,10:54:00 AM,3 stops,11349
IndiGo,2021-02-20,Bhubaneswar,Mumbai,BHU-NAG-RAI-LUC-MUM,09:33,02:23,04:50:00 PM,3 stops,12613
Akasa Air,2023-11-27,Nagpur,Guwahati,NAG-SUR-PUN-GUW,12:07,01:53,01:46:00 PM,2 stops,14335
GoAir,2021-08-17,Nagpur,Guwahati,NAG-KOL-GUW,12:52,03:02,02:10:00 PM,1 stop,11442
Alliance Air,2024-08-01,Lucknow,Cochin,LUC-COC,16:30,02:11,09:41:00 AM,non-stop,9379
Alliance Air,2020-03-18,Hyderabad,Guwahati,HYD-SUR-AHM-GUW,08:14,17:39,09:25:00 AM,2 stops,7700
Star Air,2024-08-05,Bhubaneswar,Pune,BHU-VAR-MUM-PUN,23:59,12:54,12:55:00 PM,2 stops,14452
IndiGo,2025-09-27,Indore,Kolkata,IND-DEL-GOA-JAI-KOL,00:02,12:21,12:19:00 PM,3 stops,13380
GoAir,2021-11-24,Surat,Indore,SUR-NAG-IND,15:44,02:26,10:42:00 AM,1 stop,9764
Star Air,2023-07-28,Mumbai,Kolkata,MUM-BHU-KOL,17:08,19:51,02:43:00 AM,1 stop,5396
AirAsia India,2020-04-13,Delhi,Patna,DEL-MUM-COC-PAT,07:51,17:21,09:30:00 AM,2 stops,7690
Star Air,2025-06-20,Kolkata,Delhi,KOL-CHE-JAI-MUM-DEL,20:21,12:09,03:48:00 PM,3 stops,13607
GoAir,2020-12-06,Indore,Bangalore,IND-JAI-PUN-RAI-BAN,15:04,06:45,03:41:00 PM,3 stops,15363
GoAir,2021-03-16,Ahmedabad,Lucknow,AHM-LUC,03:07,08:25,05:18:00 AM,non-stop,3608
Air India,2021-11-11,Mumbai,Patna,MUM-VAR-DEL-PAT,04:07,14:55,10:48:00 AM,2 stops,6319
TruJet,2019-04-26,Kolkata,Indore,KOL-IND,21:37,05:47,08:10:00 AM,non-stop,11697
TruJet,2023-11-16,Indore,Guwahati,IND-RAI-GUW,03:46,16:40,12:54:00 PM,1 stop,6941
AirAsia India,2020-09-12,Bhubaneswar,Goa,BHU-GOA,17:18,22:13,04:55:00 AM,non-stop,2682
TruJet,2021-12-06,Ahmedabad,Surat,AHM-NAG-COC-SUR,21:06,11:20,02:14:00 PM,2 stops,7312
IndiGo,2019-10-09,Bhubaneswar,Pune,BHU-AHM-PUN,11:24,19:11,07:47:00 AM,1 stop,8444
TruJet,2023-04-28,Raipur,Cochin,RAI-KOL-COC,15:07,01:17,10:10:00 AM,1 stop,6671
Akasa Air,2024-12-12,Bhubaneswar,Ahmedabad,BHU-KOL-MUM-AHM,15:09,06:16,03:07:00 PM,2 stops,10167
Air India,2021-08-20,Nagpur,Ahmedabad,NAG-PUN-AHM,08:10,20:02,11:52:00 AM,1 stop,10066
SpiceJet,2020-09-22,Cochin,Chennai,COC-KOL-CHE,07:17,12:50,05:33:00 AM,1 stop,12444
Vistara,2025-08-09,Patna,Raipur,PAT-JAI-RAI,07:03,18:58,11:55:00 AM,1 stop,9038
Air India,2021-12-28,Varanasi,Jaipur,VAR-LUC-JAI,10:41,12:49,02:08:00 AM,1 stop,12012
Vistara,2021-08-14,Patna,Varanasi,PAT-RAI-DEL-GOA-VAR,01:43,13:59,12:16:00 PM,3 stops,12236
Star Air,2022-12-07,Goa,Patna,GOA-BHU-NAG-PAT,00:10,15:46,03:36:00 PM,2 stops,13270
IndiGo,2024-03-22,Delhi,Nagpur,DEL-COC-KOL-CHE-NAG,07:49,18:18,10:29:00 AM,3 stops,6568
TruJet,2021-11-08,Varanasi,Patna,VAR-IND-AHM-HYD-PAT,19:20,13:54,06:34:00 PM,3 stops,11814
AirAsia India,2020-12-11,Cochin,Bhubaneswar,COC-VAR-BAN-BHU,18:09,00:23,06:14:00 AM,2 stops,7763
Akasa Air,2020-10-12,Cochin,Bhubaneswar,COC-IND-CHE-GOA-BHU,10:13,02:18,04:05:00 PM,3 stops,14423
GoAir,2019-05-14,Lucknow,Surat,LUC-BHU-SUR,03:16,05:54,02:38:00 AM,1 stop,8499
IndiGo,2023-07-22,Indore,Guwahati,IND-CHE-VAR-RAI-GUW,17:15,14:32,09:17:00 PM,3 stops,13688
SpiceJet,2022-12-08,Guwahati,Mumbai,GUW-COC-BHU-MUM,20:10,21:38,01:28:00 AM,2 stops,11449
TruJet,2022-06-06,Hyderabad,Kolkata,HYD-SUR-PUN-GOA-KOL,14:43,02:07,11:24:00 AM,3 stops,15653
Star Air,2022-08-08,Patna,Bhubaneswar,PAT-JAI-MUM-BHU,19:36,02:49,07:13:00 AM,2 stops,6715
Air India,2019-02-05,Indore,Raipur,IND-KOL-DEL-SUR-RAI,14:12,07:53,05:41:00 PM,3 stops,14110
AirAsia India,2021-08-25,Bhubaneswar,Mumbai,BHU-PAT-VAR-PUN-MUM,00:42,15:57,03:15:00 PM,3 stops,12733
TruJet,2019-08-01,Pune,Bangalore,PUN-RAI-GOA-BAN,08:56,07:59,11:03:00 PM,2 stops,6650
Akasa Air,2019-02-27,Bhubaneswar,Patna,BHU-CHE-HYD-DEL-PAT,00:35,09:34,08:59:00 AM,3 stops,13928
SpiceJet,2022-01-05,Hyderabad,Patna,HYD-PAT,08:36,22:58,02:22:00 PM,non-stop,3875
TruJet,2024-04-25,Ahmedabad,Mumbai,AHM-LUC-PUN-MUM,23:42,17:11,05:29:00 PM,2 stops,12507
Vistara,2023-02-25,Pune,Lucknow,PUN-IND-LUC,05:56,23:51,05:55:00 PM,1 stop,11001
AirAsia India,2021-09-19,Hyderabad,Patna,HYD-PAT,15:09,18:04,02:55:00 AM,non-stop,10659
Alliance Air,2020-12-03,Hyderabad,Surat,HYD-IND-AHM-CHE-SUR,19:07,04:46,09:39:00 AM,3 stops,14475
AirAsia India,2019-10-26,Bhubaneswar,Ahmedabad,BHU-AHM,02:22,18:34,04:12:00 PM,non-stop,2693
AirAsia India,2019-03-16,Raipur,Goa,RAI-MUM-GOA,04:29,23:00,06:31:00 PM,1 stop,10301
Alliance Air,2022-03-10,Hyderabad,Jaipur,HYD-LUC-GUW-JAI,14:18,18:43,04:25:00 AM,2 stops,6310
SpiceJet,2024-01-07,Raipur,Bangalore,RAI-BAN,12:48,12:01,11:13:00 PM,non-stop,3464
Alliance Air,2021-04-10,Raipur,Pune,RAI-PUN,11:16,21:08,09:52:00 AM,non-stop,4161
AirAsia India,2020-07-11,Pune,Patna,PUN-AHM-PAT,13:53,13:04,11:11:00 PM,1 stop,4893
Akasa Air,2023-11-08,Chennai,Ahmedabad,CHE-KOL-AHM,11:04,04:51,05:47:00 PM,1 stop,8848
TruJet,2024-02-04,Indore,Nagpur,IND-NAG,00:08,14:06,01:58:00 PM,non-stop,7560
GoAir,2022-07-19,Kolkata,Bangalore,KOL-BAN,18:11,04:49,10:38:00 AM,non-stop,3026
Akasa Air,2022-10-26,Cochin,Ahmedabad,COC-AHM,12:50,18:03,05:13:00 AM,non-stop,8529
GoAir,2023-09-20,Kolkata,Patna,KOL-COC-PAT,08:43,10:09,01:26:00 AM,1 stop,8727
Akasa Air,2020-04-25,Goa,Patna,GOA-PAT,16:01,08:22,04:21:00 PM,non-stop,4004
AirAsia India,2020-09-18,Chennai,Mumbai,CHE-LUC-JAI-MUM,17:55,10:44,04:49:00 PM,2 stops,9374
AirAsia India,2024-10-18,Kolkata,Varanasi,KOL-GOA-JAI-IND-VAR,23:46,14:18,02:32:00 PM,3 stops,12910
Air India,2020-04-06,Raipur,Nagpur,RAI-MUM-NAG,00:54,16:20,03:26:00 PM,1 stop,3931
Alliance Air,2020-09-16,Varanasi,Surat,VAR-HYD-SUR,21:29,16:50,07:21:00 PM,1 stop,12314
SpiceJet,2025-01-21,Delhi,Indore,DEL-IND,21:45,20:14,10:29:00 PM,non-stop,5626
Alliance Air,2024-11-25,Surat,Raipur,SUR-RAI,00:22,02:55,02:33:00 AM,non-stop,7477
Akasa Air,2021-09-20,Hyderabad,Mumbai,HYD-NAG-DEL-MUM,07:31,09:25,01:54:00 AM,2 stops,10039
Air India,2022-11-17,Indore,Surat,IND-HYD-JAI-GOA-SUR,09:50,19:23,09:33:00 AM,3 stops,16551
Vistara,2023-08-17,Nagpur,Goa,NAG-GOA,05:57,16:16,10:19:00 AM,non-stop,5552
TruJet,2021-11-25,Varanasi,Indore,VAR-IND,18:31,02:40,08:09:00 AM,non-stop,8245
SpiceJet,2022-08-14,Guwahati,Nagpur,GUW-BAN-NAG,05:14,00:03,06:49:00 PM,1 stop,9247
Air India,2022-08-20,Lucknow,Bangalore,LUC-BAN,01:31,04:01,02:30:00 AM,non-stop,11196
Akasa Air,2023-02-13,Hyderabad,Varanasi,HYD-GUW-VAR,09:11,12:37,03:26:00 AM,1 stop,4160
GoAir,2023-09-23,Bhubaneswar,Bangalore,BHU-VAR-IND-BAN,11:48,12:34,12:46:00 AM,2 stops,12596
IndiGo,2021-10-17,Mumbai,Delhi,MUM-IND-JAI-DEL,02:43,07:13,04:30:00 AM,2 stops,6669
SpiceJet,2020-02-03,Bhubaneswar,Indore,BHU-IND,18:03,20:52,02:49:00 AM,non-stop,10397
Vistara,2021-12-17,Lucknow,Delhi,LUC-HYD-DEL,14:18,15:29,01:11:00 AM,1 stop,6838
GoAir,2023-01-27,Jaipur,Hyderabad,JAI-LUC-MUM-HYD,01:44,07:44,06:00:00 AM,2 stops,8917
SpiceJet,2021-05-23,Lucknow,Goa,LUC-COC-GOA,13:19,01:34,12:15:00 PM,1 stop,9731
