Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Alliance Air,2025-08-09,Surat,Guwahati,SUR-GUW,11:56,19:51,07:55:00 AM,non-stop,10613
IndiGo,2024-06-24,Goa,Surat,GOA-GUW-BHU-SUR,00:34,08:39,08:05:00 AM,2 stops,12864
GoAir,2024-07-11,Bhubaneswar,Delhi,BHU-VAR-BAN-DEL,05:59,11:06,05:07:00 AM,2 stops,6886
SpiceJet,2020-05-17,Kolkata,Guwahati,KOL-PAT-COC-CHE-GUW,07:35,13:02,05:27:00 AM,3 stops,15185
GoAir,2022-01-07,Pune,Mumbai,PUN-MUM,11:27,06:12,06:45:00 PM,non-stop,4825
TruJet,2024-05-25,Indore,Patna,IND-BHU-PAT,03:48,21:04,05:16:00 PM,1 stop,9491
SpiceJet,2024-11-16,Bangalore,Ahmedabad,BAN-COC-LUC-AHM,05:11,20:37,03:26:00 PM,2 stops,12398
Vistara,2023-04-24,Nagpur,Raipur,NAG-PAT-RAI,09:16,03:09,05:53:00 PM,1 stop,5263
SpiceJet,2023-06-22,Patna,Raipur,PAT-SUR-RAI,06:15,05:32,11:17:00 PM,1 stop,9439
Alliance Air,2023-08-03,Nagpur,Jaipur,NAG-BHU-JAI,04:31,12:32,08:01:00 AM,1 stop,7784
IndiGo,2022-09-04,Goa,Pune,GOA-VAR-DEL-IND-PUN,21:10,02:52,05:42:00 AM,3 stops,13248
GoAir,2025-04-01,Bhubaneswar,Raipur,BHU-PUN-GUW-VAR-RAI,15:36,11:45,08:09:00 PM,3 stops,16857
Vistara,2020-09-19,Varanasi,Pune,VAR-CHE-IND-SUR-PUN,08:31,01:53,05:22:00 PM,3 stops,11404
GoAir,2020-08-02,Delhi,Lucknow,DEL-NAG-LUC,17:14,20:22,03:08:00 AM,1 stop,6410
AirAsia India,2025-01-05,Jaipur,Bangalore,JAI-RAI-DEL-HYD-BAN,18:31,06:36,12:05:00 PM,3 stops,13112
Akasa Air,2019-01-07,Varanasi,Delhi,VAR-DEL,08:06,00:39,04:33:00 PM,non-stop,8936
TruJet,2019-10-10,Guwahati,Varanasi,GUW-VAR,05:24,17:42,12:18:00 PM,non-stop,11211
IndiGo,2023-02-25,Guwahati,Delhi,GUW-DEL,18:54,13:51,06:57:00 PM,non-stop,5654
IndiGo,2022-07-11,Jaipur,Goa,JAI-RAI-KOL-NAG-GOA,07:21,07:48,12:27:00 AM,3 stops,8164
IndiGo,2025-12-16,Bangalore,Bhubaneswar,BAN-PAT-BHU,05:43,10:26,04:43:00 AM,1 stop,13006
AirAsia India,2023-02-22,Indore,Nagpur,IND-COC-NAG,04:04,08:12,04:08:00 AM,1 stop,10807
SpiceJet,2019-01-16,Delhi,Nagpur,DEL-AHM-NAG,18:00,07:17,01:17:00 PM,1 stop,5108
AirAsia India,2021-01-02,Raipur,Varanasi,RAI-CHE-JAI-VAR,10:52,09:52,11:00:00 PM,2 stops,10400
Akasa Air,2022-08-22,Cochin,Hyderabad,COC-DEL-AHM-HYD,00:34,04:27,03:53:00 AM,2 stops,10435
Air India,2021-05-25,Lucknow,Patna,LUC-VAR-NAG-PAT,15:08,13:20,10:12:00 PM,2 stops,4728
Vistara,2019-01-06,Kolkata,Delhi,KOL-BHU-DEL,14:50,19:32,04:42:00 AM,1 stop,8710
IndiGo,2024-09-02,Lucknow,Chennai,LUC-CHE,00:15,04:16,04:01:00 AM,non-stop,5123
Akasa Air,2019-10-09,Indore,Delhi,IND-COC-DEL,01:23,12:00,10:37:00 AM,1 stop,12721
Vistara,2025-11-01,Cochin,Nagpur,COC-NAG,10:23,21:34,11:11:00 AM,non-stop,3760
TruJet,2022-08-19,Mumbai,Surat,MUM-RAI-IND-DEL-SUR,07:45,16:00,08:15:00 AM,3 stops,7811
Air India,2023-04-07,Kolkata,Hyderabad,KOL-BHU-NAG-COC-HYD,06:43,22:49,04:06:00 PM,3 stops,11488
Akasa Air,2025-07-09,Nagpur,Indore,NAG-IND,19:06,07:01,11:55:00 AM,non-stop,9023
SpiceJet,2023-09-19,Cochin,Jaipur,COC-PAT-CHE-JAI,18:36,02:45,08:09:00 AM,2 stops,5548
GoAir,2024-04-07,Raipur,Bangalore,RAI-BAN,13:49,19:27,05:38:00 AM,non-stop,7339
Akasa Air,2020-01-05,Pune,Varanasi,PUN-VAR,13:22,08:02,06:40:00 PM,non-stop,6684
Vistara,2023-01-06,Lucknow,Kolkata,LUC-GOA-COC-KOL,08:41,20:38,11:57:00 AM,2 stops,8107
Air India,2024-07-05,Pune,Jaipur,PUN-LUC-DEL-JAI,02:07,08:02,05:55:00 AM,2 stops,10497
TruJet,2022-12-04,Mumbai,Chennai,MUM-KOL-HYD-CHE,13:26,15:24,01:58:00 AM,2 stops,12578
IndiGo,2020-07-27,Delhi,Varanasi,DEL-COC-IND-GOA-VAR,03:13,08:16,05:03:00 AM,3 stops,7989
GoAir,2019-05-04,Mumbai,Ahmedabad,MUM-PAT-NAG-SUR-AHM,16:17,17:27,01:10:00 AM,3 stops,9061
GoAir,2023-06-26,Chennai,Bangalore,CHE-LUC-COC-BAN,00:40,02:30,01:50:00 AM,2 stops,12053
Alliance Air,2021-02-21,Ahmedabad,Bangalore,AHM-IND-BAN,16:20,09:30,05:10:00 PM,1 stop,5704
SpiceJet,2023-10-24,Varanasi,Delhi,VAR-DEL,02:13,20:00,05:47:00 PM,non-stop,4106
Star Air,2025-01-03,Nagpur,Ahmedabad,NAG-AHM,13:59,05:26,03:27:00 PM,non-stop,9642
SpiceJet,2021-01-28,Chennai,Pune,CHE-IND-KOL-VAR-PUN,21:42,10:27,12:45:00 PM,3 stops,9565
GoAir,2023-11-21,Indore,Varanasi,IND-VAR,16:21,06:20,01:59:00 PM,non-stop,5992
Vistara,2024-03-03,Bhubaneswar,Chennai,BHU-CHE,16:24,17:36,01:12:00 AM,non-stop,8004
Alliance Air,2022-05-11,Indore,Ahmedabad,IND-JAI-HYD-PUN-AHM,01:38,13:26,11:48:00 AM,3 stops,14334
AirAsia India,2025-01-04,Goa,Ahmedabad,GOA-JAI-IND-PAT-AHM,22:11,00:34,02:23:00 AM,3 stops,8726
GoAir,2021-05-08,Surat,Indore,SUR-VAR-GUW-IND,11:14,18:52,07:38:00 AM,2 stops,9362
TruJet,2024-02-17,Surat,Delhi,SUR-HYD-COC-BHU-DEL,07:10,13:39,06:29:00 AM,3 stops,14994
Alliance Air,2022-06-18,Jaipur,Varanasi,JAI-LUC-DEL-KOL-VAR,16:27,20:02,03:35:00 AM,3 stops,9197
SpiceJet,2019-03-26,Nagpur,Guwahati,NAG-JAI-SUR-GUW,21:44,19:01,09:17:00 PM,2 stops,4535
AirAsia India,2021-12-17,Surat,Bhubaneswar,SUR-JAI-BHU,15:07,10:24,07:17:00 PM,1 stop,10031
AirAsia India,2020-06-13,Cochin,Ahmedabad,COC-PUN-GOA-AHM,23:58,05:46,05:48:00 AM,2 stops,14734
SpiceJet,2025-07-01,Indore,Mumbai,IND-HYD-AHM-RAI-MUM,00:51,01:22,12:31:00 AM,3 stops,14161
AirAsia India,2019-10-02,Delhi,Surat,DEL-SUR,06:58,14:27,07:29:00 AM,non-stop,7801
Air India,2024-07-24,Bhubaneswar,Raipur,BHU-RAI,23:21,13:27,02:06:00 PM,non-stop,3452
GoAir,2021-09-22,Guwahati,Nagpur,GUW-PAT-NAG,07:53,17:50,09:57:00 AM,1 stop,4296
Star Air,2021-04-18,Varanasi,Cochin,VAR-COC,12:26,04:22,03:56:00 PM,non-stop,4118
TruJet,2024-02-01,Mumbai,Ahmedabad,MUM-AHM,12:44,00:36,11:52:00 AM,non-stop,2697
AirAsia India,2022-05-05,Lucknow,Indore,LUC-IND,06:15,08:43,02:28:00 AM,non-stop,7067
Star Air,2022-03-25,Bangalore,Hyderabad,BAN-IND-HYD,21:52,01:54,04:02:00 AM,1 stop,11986
IndiGo,2019-05-17,Surat,Delhi,SUR-NAG-GUW-DEL,09:37,07:10,09:33:00 PM,2 stops,14346
Alliance Air,2019-02-16,Indore,Goa,IND-BAN-PUN-GOA,18:38,18:02,11:24:00 PM,2 stops,5565
AirAsia India,2019-11-09,Kolkata,Jaipur,KOL-MUM-HYD-JAI,10:50,10:32,11:42:00 PM,2 stops,12007
Air India,2022-10-15,Surat,Bhubaneswar,SUR-BHU,16:52,22:33,05:41:00 AM,non-stop,2708
Star Air,2024-12-04,Ahmedabad,Lucknow,AHM-CHE-HYD-VAR-LUC,13:12,23:06,09:54:00 AM,3 stops,13535
Akasa Air,2023-12-16,Nagpur,Cochin,NAG-IND-CHE-COC,20:52,20:43,11:51:00 PM,2 stops,9526
Alliance Air,2025-09-16,Nagpur,Ahmedabad,NAG-HYD-AHM,07:06,04:53,09:47:00 PM,1 stop,9946
GoAir,2019-05-25,Surat,Bangalore,SUR-PAT-CHE-BAN,04:32,15:47,11:15:00 AM,2 stops,13447
Star Air,2019-02-14,Mumbai,Bhubaneswar,MUM-LUC-BAN-BHU,18:44,23:50,05:06:00 AM,2 stops,13090
Akasa Air,2022-07-14,Lucknow,Pune,LUC-PUN,20:38,17:17,08:39:00 PM,non-stop,7047
Alliance Air,2020-07-16,Surat,Varanasi,SUR-RAI-IND-BHU-VAR,00:36,15:25,02:49:00 PM,3 stops,11562
Vistara,2022-09-13,Varanasi,Patna,VAR-MUM-PAT,16:44,11:56,07:12:00 PM,1 stop,13239
Vistara,2022-07-13,Raipur,Surat,RAI-SUR,05:46,16:41,10:55:00 AM,non-stop,3094
GoAir,2025-05-23,Patna,Guwahati,PAT-KOL-DEL-HYD-GUW,09:21,06:34,09:13:00 PM,3 stops,17307
SpiceJet,2020-11-03,Pune,Jaipur,PUN-JAI,13:06,14:12,01:06:00 AM,non-stop,8921
IndiGo,2021-09-01,Lucknow,Surat,LUC-HYD-CHE-PAT-SUR,13:17,22:49,09:32:00 AM,3 stops,8118
AirAsia India,2022-10-18,Goa,Raipur,GOA-RAI,22:04,08:40,10:36:00 AM,non-stop,11430
SpiceJet,2024-08-01,Varanasi,Bangalore,VAR-RAI-BAN,14:02,07:29,05:27:00 PM,1 stop,9771
Star Air,2024-04-01,Jaipur,Indore,JAI-PUN-IND,12:36,21:24,08:48:00 AM,1 stop,13491
TruJet,2019-07-11,Delhi,Goa,DEL-RAI-LUC-GUW-GOA,06:07,13:41,07:34:00 AM,3 stops,15241
Alliance Air,2019-06-05,Surat,Raipur,SUR-VAR-RAI,07:10,11:28,04:18:00 AM,1 stop,4870
IndiGo,2019-05-23,Kolkata,Chennai,KOL-CHE,13:16,00:33,11:17:00 AM,non-stop,9187
AirAsia India,2025-06-28,Nagpur,Bangalore,NAG-HYD-BAN,04:10,20:20,04:10:00 PM,1 stop,9672
GoAir,2021-03-25,Guwahati,Bangalore,GUW-NAG-COC-BAN,08:52,07:22,10:30:00 PM,2 stops,13521
Star Air,2020-09-01,Goa,Mumbai,GOA-DEL-COC-MUM,06:03,18:25,12:22:00 PM,2 stops,14753
Akasa Air,2023-05-20,Surat,Varanasi,SUR-VAR,04:10,22:51,06:41:00 PM,non-stop,3601
GoAir,2025-12-26,Pune,Surat,PUN-RAI-SUR,16:23,22:40,06:17:00 AM,1 stop,6725
Air India,2019-11-02,Patna,Hyderabad,PAT-IND-VAR-HYD,02:48,10:59,08:11:00 AM,2 stops,10802
Vistara,2020-08-01,Mumbai,Delhi,MUM-JAI-NAG-CHE-DEL,17:43,12:31,06:48:00 PM,3 stops,10976
AirAsia India,2020-09-12,Jaipur,Goa,JAI-VAR-GOA,01:40,11:48,10:08:00 AM,1 stop,6384
TruJet,2021-08-02,Hyderabad,Mumbai,HYD-JAI-NAG-MUM,10:12,23:06,12:54:00 PM,2 stops,5576
SpiceJet,2022-08-17,Bhubaneswar,Bangalore,BHU-HYD-KOL-BAN,05:23,01:31,08:08:00 PM,2 stops,9737
Akasa Air,2019-11-24,Bangalore,Varanasi,BAN-GOA-VAR,09:40,04:10,06:30:00 PM,1 stop,12952
TruJet,2023-03-19,Kolkata,Pune,KOL-GUW-IND-LUC-PUN,11:06,00:19,01:13:00 PM,3 stops,16460
Alliance Air,2024-01-20,Delhi,Kolkata,DEL-KOL,15:51,17:00,01:09:00 AM,non-stop,6621
Air India,2021-02-22,Pune,Jaipur,PUN-AHM-PAT-JAI,07:14,00:18,05:04:00 PM,2 stops,6707
AirAsia India,2023-06-01,Delhi,Hyderabad,DEL-AHM-CHE-HYD,01:40,16:23,02:43:00 PM,2 stops,9180
Air India,2024-05-05,Jaipur,Guwahati,JAI-LUC-PUN-GUW,22:59,03:07,04:08:00 AM,2 stops,8907
Star Air,2021-04-12,Surat,Raipur,SUR-RAI,07:32,18:41,11:09:00 AM,non-stop,3408
SpiceJet,2021-03-11,Raipur,Bhubaneswar,RAI-PUN-AHM-IND-BHU,00:05,03:44,03:39:00 AM,3 stops,14426
Air India,2021-02-03,Raipur,Bangalore,RAI-MUM-BHU-BAN,20:12,09:03,12:51:00 PM,2 stops,8466
IndiGo,2020-07-28,Raipur,Chennai,RAI-AHM-KOL-SUR-CHE,05:08,18:11,01:03:00 PM,3 stops,8336
Vistara,2022-07-27,Varanasi,Jaipur,VAR-JAI,13:28,00:20,10:52:00 AM,non-stop,9422
AirAsia India,2019-03-03,Hyderabad,Goa,HYD-JAI-GOA,09:18,14:00,04:42:00 AM,1 stop,12765
Star Air,2022-09-01,Bangalore,Lucknow,BAN-BHU-SUR-LUC,10:47,13:49,03:02:00 AM,2 stops,4440
TruJet,2022-05-24,Bangalore,Nagpur,BAN-HYD-BHU-MUM-NAG,01:07,13:10,12:03:00 PM,3 stops,13838
SpiceJet,2021-10-20,Varanasi,Raipur,VAR-SUR-GUW-PUN-RAI,09:00,07:25,10:25:00 PM,3 stops,17310
IndiGo,2019-08-05,Raipur,Indore,RAI-IND,03:44,06:16,02:32:00 AM,non-stop,6239
Star Air,2022-10-19,Jaipur,Goa,JAI-PUN-HYD-GOA,19:26,07:05,11:39:00 AM,2 stops,9242
IndiGo,2023-12-19,Pune,Bhubaneswar,PUN-BHU,02:46,20:48,06:02:00 PM,non-stop,10664
IndiGo,2021-06-23,Varanasi,Nagpur,VAR-BHU-COC-NAG,10:42,00:11,01:29:00 PM,2 stops,10371
IndiGo,2021-11-19,Bhubaneswar,Mumbai,BHU-MUM,12:23,21:38,09:15:00 AM,non-stop,2868
IndiGo,2023-10-09,Guwahati,Pune,GUW-PAT-NAG-VAR-PUN,20:10,18:16,10:06:00 PM,3 stops,10843
IndiGo,2023-03-06,Nagpur,Cochin,NAG-PAT-RAI-CHE-COC,19:54,22:48,02:54:00 AM,3 stops,13930
GoAir,2022-06-19,Bangalore,Varanasi,BAN-VAR,13:59,07:34,05:35:00 PM,non-stop,2594
Air India,2022-04-18,Bhubaneswar,Nagpur,BHU-NAG,21:04,01:19,04:15:00 AM,non-stop,5303
Air India,2023-07-06,Indore,Guwahati,IND-VAR-BAN-COC-GUW,06:03,08:16,02:13:00 AM,3 stops,11672
IndiGo,2023-09-18,Cochin,Hyderabad,COC-HYD,02:26,08:25,05:59:00 AM,non-stop,4115
AirAsia India,2021-02-28,Goa,Guwahati,GOA-PUN-AHM-CHE-GUW,07:06,10:13,03:07:00 AM,3 stops,11269
SpiceJet,2020-08-04,Kolkata,Ahmedabad,KOL-GOA-GUW-BAN-AHM,13:46,19:36,05:50:00 AM,3 stops,13672
Alliance Air,2025-05-13,Delhi,Guwahati,DEL-IND-HYD-GUW,22:34,22:31,11:57:00 PM,2 stops,7233
Alliance Air,2025-01-12,Kolkata,Hyderabad,KOL-GUW-HYD,16:59,00:51,07:52:00 AM,1 stop,9757
SpiceJet,2021-05-05,Mumbai,Pune,MUM-PUN,10:50,10:53,12:03:00 AM,non-stop,11848
Vistara,2020-11-05,Chennai,Bhubaneswar,CHE-JAI-KOL-RAI-BHU,10:23,21:40,11:17:00 AM,3 stops,8244
AirAsia India,2022-06-23,Chennai,Pune,CHE-JAI-PUN,22:05,13:19,03:14:00 PM,1 stop,12729
Star Air,2019-12-09,Goa,Hyderabad,GOA-HYD,18:19,23:27,05:08:00 AM,non-stop,8657
GoAir,2021-09-25,Cochin,Pune,COC-SUR-CHE-KOL-PUN,10:46,06:23,07:37:00 PM,3 stops,8144
Akasa Air,2025-04-11,Jaipur,Mumbai,JAI-CHE-BAN-MUM,07:54,04:59,09:05:00 PM,2 stops,14376
SpiceJet,2020-11-01,Surat,Hyderabad,SUR-GOA-LUC-HYD,03:01,22:34,07:33:00 PM,2 stops,10514
AirAsia India,2019-02-03,Lucknow,Varanasi,LUC-PAT-SUR-VAR,21:49,08:22,10:33:00 AM,2 stops,7716
IndiGo,2024-04-26,Lucknow,Indore,LUC-KOL-JAI-BAN-IND,22:11,23:41,01:30:00 AM,3 stops,11849
TruJet,2019-05-17,Mumbai,Goa,MUM-VAR-BHU-GOA,22:25,07:42,09:17:00 AM,2 stops,7618
GoAir,2019-03-15,Nagpur,Mumbai,NAG-RAI-MUM,17:17,00:55,07:38:00 AM,1 stop,8086
GoAir,2024-05-26,Surat,Delhi,SUR-PAT-KOL-HYD-DEL,08:36,06:08,09:32:00 PM,3 stops,9773
Vistara,2021-03-25,Kolkata,Patna,KOL-VAR-PUN-PAT,01:14,20:44,07:30:00 PM,2 stops,13198
IndiGo,2021-08-07,Guwahati,Goa,GUW-BAN-GOA,04:42,03:06,10:24:00 PM,1 stop,10251
AirAsia India,2022-09-25,Varanasi,Chennai,VAR-DEL-PUN-CHE,06:22,03:11,08:49:00 PM,2 stops,10592
Alliance Air,2022-03-01,Raipur,Cochin,RAI-LUC-PUN-PAT-COC,07:17,08:48,01:31:00 AM,3 stops,9473
AirAsia India,2020-03-14,Chennai,Cochin,CHE-NAG-HYD-PUN-COC,08:12,17:11,08:59:00 AM,3 stops,15158
Star Air,2020-09-07,Mumbai,Lucknow,MUM-CHE-VAR-LUC,22:14,14:01,03:47:00 PM,2 stops,15409
SpiceJet,2024-02-08,Ahmedabad,Mumbai,AHM-HYD-COC-MUM,12:55,11:27,10:32:00 PM,2 stops,11683
Alliance Air,2020-10-22,Delhi,Kolkata,DEL-NAG-GUW-LUC-KOL,18:31,19:50,01:19:00 AM,3 stops,13253
GoAir,2023-04-26,Varanasi,Mumbai,VAR-GOA-IND-MUM,01:44,00:21,10:37:00 PM,2 stops,12063
AirAsia India,2021-05-24,Guwahati,Varanasi,GUW-COC-RAI-VAR,13:32,09:33,08:01:00 PM,2 stops,9317
Vistara,2023-04-04,Hyderabad,Chennai,HYD-MUM-GUW-COC-CHE,23:15,01:57,02:42:00 AM,3 stops,13887
GoAir,2019-05-05,Lucknow,Pune,LUC-DEL-PUN,05:43,15:40,09:57:00 AM,1 stop,9553
Vistara,2024-01-18,Jaipur,Indore,JAI-KOL-LUC-COC-IND,07:01,15:16,08:15:00 AM,3 stops,10723
Vistara,2023-09-09,Nagpur,Jaipur,NAG-AHM-LUC-JAI,11:31,15:00,03:29:00 AM,2 stops,9541
AirAsia India,2019-06-22,Indore,Delhi,IND-DEL,00:28,02:56,02:28:00 AM,non-stop,3660
AirAsia India,2022-01-11,Jaipur,Ahmedabad,JAI-MUM-RAI-PUN-AHM,19:33,19:45,12:12:00 AM,3 stops,14036
Alliance Air,2023-02-13,Nagpur,Delhi,NAG-KOL-LUC-GOA-DEL,15:29,20:38,05:09:00 AM,3 stops,10263
GoAir,2021-09-05,Indore,Bhubaneswar,IND-BHU,22:15,22:41,12:26:00 AM,non-stop,10463
GoAir,2022-01-02,Lucknow,Bangalore,LUC-NAG-BAN,11:06,04:39,05:33:00 PM,1 stop,9452
GoAir,2025-07-01,Ahmedabad,Surat,AHM-NAG-CHE-COC-SUR,22:35,00:01,01:26:00 AM,3 stops,13049
Air India,2022-05-21,Raipur,Bhubaneswar,RAI-IND-SUR-BHU,11:48,17:56,06:08:00 AM,2 stops,9612
Vistara,2025-01-21,Guwahati,Nagpur,GUW-RAI-KOL-NAG,21:25,04:59,07:34:00 AM,2 stops,10557
GoAir,2023-12-01,Guwahati,Varanasi,GUW-GOA-LUC-DEL-VAR,16:40,16:08,11:28:00 PM,3 stops,7144
Alliance Air,2021-06-22,Ahmedabad,Guwahati,AHM-GUW,17:46,06:38,12:52:00 PM,non-stop,11667
GoAir,2021-05-04,Cochin,Mumbai,COC-MUM,11:20,04:13,04:53:00 PM,non-stop,3829
Akasa Air,2020-05-07,Patna,Chennai,PAT-AHM-KOL-CHE,16:27,10:36,06:09:00 PM,2 stops,5229
AirAsia India,2022-02-08,Chennai,Lucknow,CHE-LUC,08:37,19:20,10:43:00 AM,non-stop,6993
SpiceJet,2025-09-14,Pune,Hyderabad,PUN-NAG-BHU-LUC-HYD,07:04,10:14,03:10:00 AM,3 stops,12729
Air India,2020-05-27,Chennai,Lucknow,CHE-DEL-SUR-BHU-LUC,03:38,19:10,03:32:00 PM,3 stops,11971
IndiGo,2025-12-08,Guwahati,Goa,GUW-GOA,17:11,04:21,11:10:00 AM,non-stop,8282
Alliance Air,2020-08-18,Bangalore,Hyderabad,BAN-HYD,00:05,18:42,06:37:00 PM,non-stop,10374
AirAsia India,2020-04-11,Pune,Hyderabad,PUN-RAI-MUM-VAR-HYD,13:40,21:35,07:55:00 AM,3 stops,14193
Alliance Air,2020-01-18,Mumbai,Ahmedabad,MUM-GUW-AHM,19:46,18:20,10:34:00 PM,1 stop,4619
Star Air,2023-06-22,Raipur,Indore,RAI-BAN-IND,12:18,04:25,04:07:00 PM,1 stop,6891
IndiGo,2024-05-08,Goa,Mumbai,GOA-MUM,16:12,16:01,11:49:00 PM,non-stop,3925
GoAir,2020-09-05,Patna,Goa,PAT-IND-HYD-GOA,00:44,14:11,01:27:00 PM,2 stops,11333
Star Air,2025-12-01,Indore,Cochin,IND-GUW-GOA-AHM-COC,01:09,20:31,07:22:00 PM,3 stops,13883
TruJet,2023-06-28,Bhubaneswar,Raipur,BHU-NAG-PUN-HYD-RAI,07:50,06:09,10:19:00 PM,3 stops,13552
IndiGo,2020-09-02,Delhi,Raipur,DEL-RAI,11:33,21:38,10:05:00 AM,non-stop,4345
Star Air,2024-03-01,Jaipur,Indore,JAI-COC-BAN-GUW-IND,05:48,16:47,10:59:00 AM,3 stops,13455
GoAir,2024-11-28,Chennai,Guwahati,CHE-GUW,19:26,09:36,02:10:00 PM,non-stop,9657
AirAsia India,2021-10-02,Goa,Patna,GOA-JAI-DEL-SUR-PAT,09:28,20:07,10:39:00 AM,3 stops,8109
Alliance Air,2024-09-01,Goa,Jaipur,GOA-BAN-BHU-JAI,04:36,05:47,01:11:00 AM,2 stops,10538
GoAir,2021-09-16,Jaipur,Bangalore,JAI-GUW-DEL-PAT-BAN,21:37,13:03,03:26:00 PM,3 stops,17118
AirAsia India,2025-05-01,Lucknow,Pune,LUC-PUN,20:21,20:30,12:09:00 AM,non-stop,3796
SpiceJet,2023-04-25,Varanasi,Patna,VAR-KOL-PAT,23:33,20:38,09:05:00 PM,1 stop,10332
Vistara,2022-01-09,Surat,Hyderabad,SUR-COC-NAG-GUW-HYD,11:14,08:52,09:38:00 PM,3 stops,11623
Akasa Air,2023-06-04,Bhubaneswar,Surat,BHU-DEL-CHE-SUR,19:19,18:10,10:51:00 PM,2 stops,6338
GoAir,2021-02-15,Kolkata,Bhubaneswar,KOL-DEL-BHU,08:11,03:34,07:23:00 PM,1 stop,6758
TruJet,2025-07-05,Bangalore,Bhubaneswar,BAN-RAI-BHU,11:11,09:01,09:50:00 PM,1 stop,8795
AirAsia India,2023-11-14,Raipur,Jaipur,RAI-PUN-BHU-MUM-JAI,05:07,20:40,03:33:00 PM,3 stops,14763
Air India,2024-02-13,Ahmedabad,Cochin,AHM-COC,21:54,12:15,02:21:00 PM,non-stop,7457
TruJet,2023-02-25,Patna,Indore,PAT-LUC-IND,13:21,22:11,08:50:00 AM,1 stop,10713
IndiGo,2020-07-21,Guwahati,Delhi,GUW-LUC-GOA-VAR-DEL,03:13,22:35,07:22:00 PM,3 stops,8082
TruJet,2020-02-20,Varanasi,Guwahati,VAR-KOL-GUW,22:17,21:24,11:07:00 PM,1 stop,7745
Alliance Air,2022-09-27,Mumbai,Hyderabad,MUM-HYD,17:43,05:06,11:23:00 AM,non-stop,7918
Alliance Air,2025-05-07,Pune,Cochin,PUN-LUC-KOL-COC,09:25,11:31,02:06:00 AM,2 stops,9575
Vistara,2020-11-08,Jaipur,Nagpur,JAI-IND-VAR-GUW-NAG,13:04,17:35,04:31:00 AM,3 stops,12776
GoAir,2022-11-19,Ahmedabad,Bangalore,AHM-BHU-VAR-BAN,08:40,10:01,01:21:00 AM,2 stops,5817
SpiceJet,2023-04-12,Jaipur,Indore,JAI-GUW-RAI-IND,06:19,12:32,06:13:00 AM,2 stops,11635
Alliance Air,2021-09-25,Cochin,Goa,COC-CHE-SUR-GOA,06:41,16:48,10:07:00 AM,2 stops,5637
Alliance Air,2024-12-27,Chennai,Pune,CHE-JAI-BHU-PUN,12:12,20:59,08:47:00 AM,2 stops,10217
Akasa Air,2025-09-21,Chennai,Delhi,CHE-BHU-DEL,03:54,18:19,02:25:00 PM,1 stop,4066
Air India,2024-11-20,Mumbai,Varanasi,MUM-SUR-VAR,15:40,16:52,01:12:00 AM,1 stop,4194
IndiGo,2025-06-10,Hyderabad,Raipur,HYD-KOL-LUC-RAI,18:59,16:49,09:50:00 PM,2 stops,9443
Air India,2020-08-27,Goa,Delhi,GOA-DEL,05:36,06:20,12:44:00 AM,non-stop,6581
IndiGo,2019-08-11,Lucknow,Nagpur,LUC-NAG,02:30,16:06,01:36:00 PM,non-stop,11967
Star Air,2025-10-13,Jaipur,Surat,JAI-SUR,11:08,00:06,12:58:00 PM,non-stop,11423
GoAir,2022-01-07,Ahmedabad,Lucknow,AHM-HYD-JAI-CHE-LUC,09:43,03:50,06:07:00 PM,3 stops,8360
GoAir,2025-04-28,Varanasi,Goa,VAR-MUM-GOA,09:00,23:57,02:57:00 PM,1 stop,10029
AirAsia India,2023-09-14,Guwahati,Mumbai,GUW-MUM,01:38,00:13,10:35:00 PM,non-stop,11822
TruJet,2020-03-20,Surat,Raipur,SUR-KOL-COC-HYD-RAI,12:43,17:57,05:14:00 AM,3 stops,7534
IndiGo,2022-06-08,Pune,Surat,PUN-AHM-SUR,18:11,00:25,06:14:00 AM,1 stop,7488
AirAsia India,2023-12-15,Bangalore,Nagpur,BAN-PUN-RAI-NAG,23:58,01:29,01:31:00 AM,2 stops,5609
Vistara,2020-04-08,Kolkata,Hyderabad,KOL-HYD,19:52,01:27,05:35:00 AM,non-stop,11587
GoAir,2019-09-13,Delhi,Surat,DEL-CHE-PAT-JAI-SUR,09:58,00:21,02:23:00 PM,3 stops,15631
SpiceJet,2019-10-20,Goa,Patna,GOA-PAT,17:05,19:05,02:00:00 AM,non-stop,4888
Vistara,2022-12-22,Goa,Indore,GOA-IND,10:29,00:41,02:12:00 PM,non-stop,7801
SpiceJet,2022-08-14,Guwahati,Cochin,GUW-IND-COC,17:03,15:23,10:20:00 PM,1 stop,11349
Star Air,2024-08-09,Chennai,Delhi,CHE-MUM-AHM-COC-DEL,08:07,14:58,06:51:00 AM,3 stops,8397
AirAsia India,2021-05-23,Indore,Hyderabad,IND-DEL-LUC-HYD,11:28,13:59,02:31:00 AM,2 stops,13181
TruJet,2019-08-26,Ahmedabad,Jaipur,AHM-HYD-GUW-JAI,01:55,17:22,03:27:00 PM,2 stops,9878
AirAsia India,2019-08-23,Bhubaneswar,Varanasi,BHU-PAT-AHM-RAI-VAR,07:27,11:39,04:12:00 AM,3 stops,6860
Air India,2021-03-02,Mumbai,Goa,MUM-AHM-GOA,04:57,17:34,12:37:00 PM,1 stop,7157
